sofifa_id;player_url;short_name;age;dob;height_cm;weight_kg;nationality;club;overall;value_eur;wage_eur;preferred_foot;release_clause_eur;team_position;team_jersey_number;joined;contract_valid_until;pace;shooting;passing;dribbling;defending;physic;gk_diving;gk_handling;gk_kicking;gk_reflexes;gk_speed;gk_positioning
216594;https://sofifa.com/player/216594/nabil-fekir/20/159586;N. Fekir;25;18/07/1993;173;75;France;Real Betis;84;39000000;40000;Left;84800000;RM;8;23/07/2019;2023;78;82;81;88;33;77;;;;;;
192563;https://sofifa.com/player/192563/bernd-leno/20/159586;B. Leno;27;04/03/1992;190;83;Germany;Arsenal;84;26000000;91000;Right;51400000;GK;1;01/07/2018;2023;;;;;;;83;81;78;85;56;84
198706;https://sofifa.com/player/198706/luis-alberto-romero-alconchel/20/159586;Luis Alberto;26;28/09/1992;183;74;Spain;Lazio;84;37500000;78000;Right;66600000;CM;10;31/08/2016;2022;71;76;84;85;49;59;;;;;;
212462;https://sofifa.com/player/212462/alex-nicolao-telles/20/159586;Alex Telles;26;15/12/1992;181;71;Brazil;FC Porto;84;33000000;23000;Left;68500000;LB;13;13/07/2016;2021;85;72;84;81;80;76;;;;;;
236583;https://sofifa.com/player/236583/jiri-pavlenka/20/159586;J. Pavlenka;27;14/04/1992;196;81;Czech Republic;SV Werder Bremen;84;26000000;37000;Right;46200000;GK;1;01/07/2017;2021;;;;;;;86;79;70;88;36;80
198176;https://sofifa.com/player/198176/stefan-de-vrij/20/159586;S. de Vrij;27;05/02/1992;189;78;Netherlands;Inter;84;31500000;88000;Right;55900000;CB;6;01/07/2018;2023;66;41;62;68;86;74;;;;;;
201995;https://sofifa.com/player/201995/felipe-anderson-pereira-gomes/20/159586;Felipe Anderson;26;15/04/1993;175;70;Brazil;West Ham United;84;36500000;125000;Right;72100000;RM;8;15/07/2018;2022;89;77;79;89;55;61;;;;;;
120533;https://sofifa.com/player/120533/kepler-laveran-lima-ferreira/20/159586;Pepe;36;26/02/1983;188;81;Portugal;FC Porto;84;6500000;16000;Right;13000000;RCB;3;08/01/2019;2021;67;51;57;60;85;85;;;;;;
162347;https://sofifa.com/player/162347/joao-filipe-moutinho/20/159586;João Moutinho;32;08/09/1986;170;61;Portugal;Wolverhampton Wanderers;84;23500000;125000;Right;44700000;LCM;28;24/07/2018;2020;56;75;85;82;71;67;;;;;;
167628;https://sofifa.com/player/167628/stephane-ruffier/20/159586;S. Ruffier;32;27/09/1986;188;93;France;AS Saint-Étienne;84;19000000;41000;Right;36100000;GK;16;11/07/2011;2021;;;;;;;82;84;75;82;48;85
168435;https://sofifa.com/player/168435/salvatore-sirigu/20/159586;S. Sirigu;32;12/01/1987;192;80;Italy;Torino;84;19000000;54000;Right;32300000;GK;39;27/06/2017;2022;;;;;;;84;80;76;82;51;84
171877;https://sofifa.com/player/171877/marek-hamsik/20/159586;M. Hamšík;31;27/07/1987;183;73;Slovakia;Dalian YiFang FC;84;26500000;26000;Right;41100000;CAM;17;14/02/2019;2021;69;77;83;83;72;69;;;;;;
172879;https://sofifa.com/player/172879/sokratis-papastathopoulos/20/159586;Sokratis;31;09/06/1988;186;85;Greece;Arsenal;84;23000000;115000;Right;43700000;RCB;5;02/07/2018;2021;72;51;52;60;84;83;;;;;;
176266;https://sofifa.com/player/176266/lucas-pezzini-leiva/20/159586;Lucas Leiva;32;09/01/1987;179;78;Brazil;Lazio;84;20500000;71000;Right;34900000;LDM;6;18/07/2017;2022;62;66;76;78;83;73;;;;;;
176635;https://sofifa.com/player/176635/mesut-ozil/20/159586;M. Özil;30;15/10/1988;180;76;Germany;Arsenal;84;29500000;125000;Left;56100000;CAM;10;02/09/2013;2021;70;72;86;84;24;56;;;;;;
177610;https://sofifa.com/player/177610/javier-martinez-aginaga/20/159586;Javi Martínez;30;02/09/1988;192;86;Spain;FC Bayern München;84;25500000;125000;Right;42100000;SUB;8;29/08/2012;2021;48;55;69;63;86;83;;;;;;
177683;https://sofifa.com/player/177683/yann-sommer/20/159586;Y. Sommer;30;17/12/1988;183;79;Switzerland;Borussia Mönchengladbach;84;21000000;37000;Right;35700000;GK;1;01/07/2014;2021;;;;;;;79;85;81;87;51;80
180930;https://sofifa.com/player/180930/edin-dzeko/20/159586;E. Džeko;33;17/03/1986;193;80;Bosnia Herzegovina;Roma;84;19500000;75000;Right;33200000;ST;9;01/07/2015;2022;60;84;71;75;46;73;;;;;;
181291;https://sofifa.com/player/181291/georginio-wijnaldum/20/159586;G. Wijnaldum;28;11/11/1990;175;69;Netherlands;Liverpool;84;31000000;140000;Right;57400000;LCM;5;22/07/2016;2021;77;73;78;84;76;78;;;;;;
181458;https://sofifa.com/player/181458/ivan-perisic/20/159586;I. Perišić;30;02/02/1989;186;80;Croatia;FC Bayern München;84;29500000;135000;Right;;SUB;14;;2020;84;80;78;82;62;77;;;;;;
181783;https://sofifa.com/player/181783/mario-mandzukic/20/159586;M. Mandžukić;33;21/05/1986;190;85;Croatia;Juventus;84;19500000;160000;Right;32200000;ST;17;01/07/2015;2021;68;80;71;75;65;86;;;;;;
181872;https://sofifa.com/player/181872/arturo-vidal/20/159586;A. Vidal;32;22/05/1987;180;75;Chile;FC Barcelona;84;23500000;205000;Right;48200000;SUB;22;06/08/2018;2021;67;79;80;78;85;86;;;;;;
183907;https://sofifa.com/player/183907/jerome-boateng/20/159586;J. Boateng;30;03/09/1988;192;90;Germany;FC Bayern München;84;25000000;125000;Right;41300000;SUB;17;14/07/2011;2021;66;50;72;65;84;82;;;;;;
184432;https://sofifa.com/player/184432/cesar-azpilicueta-tanco/20/159586;Azpilicueta;29;28/08/1989;178;76;Spain;Chelsea;84;25500000;145000;Right;48500000;RB;28;24/08/2012;2022;70;55;77;73;85;76;;;;;;
185020;https://sofifa.com/player/185020/jose-maria-callejon-bueno/20/159586;José Callejón;32;11/02/1987;178;73;Spain;Napoli;84;24000000;96000;Right;40800000;RM;7;11/07/2013;2020;89;78;75;83;47;64;;;;;;
186942;https://sofifa.com/player/186942/ilkay-gundogan/20/159586;I. Gündoğan;28;24/10/1990;180;80;Germany;Manchester City;84;31000000;180000;Right;57400000;SUB;8;01/07/2016;2023;66;74;84;84;72;71;;;;;;
187961;https://sofifa.com/player/187961/jose-paulo-bezerra-m-junior/20/159586;Paulinho;30;25/07/1988;183;80;Brazil;Guangzhou Evergrande Taobao FC;84;29000000;43000;Right;46400000;LCM;8;15/01/2019;2023;72;81;77;80;78;85;;;;;;
188377;https://sofifa.com/player/188377/kyle-walker/20/159586;K. Walker;29;28/05/1990;183;70;England;Manchester City;84;25500000;165000;Right;47200000;RB;2;14/07/2017;2024;91;63;76;77;81;81;;;;;;
190286;https://sofifa.com/player/190286/sergio-canales-madrazo/20/159586;Canales;28;16/02/1991;176;65;Spain;Real Betis;84;31500000;44000;Left;66200000;RCM;10;03/07/2018;2022;78;79;83;81;51;66;;;;;;
190483;https://sofifa.com/player/190483/douglas-costa-de-souza/20/159586;Douglas Costa;28;14/09/1990;172;70;Brazil;Juventus;84;31500000;155000;Left;52000000;SUB;11;01/07/2018;2022;94;73;79;91;43;61;;;;;;
197965;https://sofifa.com/player/197965/luis-miguel-afonso-fernandes/20/159586;Pizzi;29;06/10/1989;177;72;Portugal;SL Benfica;84;30500000;26000;Right;61000000;RM;21;30/07/2013;2023;77;77;84;81;63;68;;;;;;
199434;https://sofifa.com/player/199434/dusan-tadic/20/159586;D. Tadić;30;20/11/1988;181;76;Serbia;Ajax;84;29500000;36000;Left;41300000;ST;10;03/07/2018;2023;68;80;84;85;41;71;;;;;;
200647;https://sofifa.com/player/200647/josip-ilicic/20/159586;J. Iličić;31;29/01/1988;190;79;Slovenia;Atalanta;84;28000000;92000;Left;47600000;RS;72;05/07/2017;2021;70;84;84;85;43;67;;;;;;
204485;https://sofifa.com/player/204485/riyad-mahrez/20/159586;R. Mahrez;28;21/02/1991;179;67;Algeria;Manchester City;84;31500000;195000;Left;58300000;SUB;26;10/07/2018;2023;84;78;79;89;38;59;;;;;;
205678;https://sofifa.com/player/205678/edin-visca/20/159586;E. Višća;29;17/02/1990;172;63;Bosnia Herzegovina;Medipol Başakşehir FK;84;30500000;67000;Right;58000000;RM;7;16/08/2011;2021;88;79;79;83;47;64;;;;;;
207863;https://sofifa.com/player/207863/felipe-augusto-de-almeida-monteiro/20/159586;Felipe;30;16/05/1989;190;83;Brazil;Atlético Madrid;84;25000000;74000;Right;51300000;LCB;18;01/07/2019;2022;64;41;57;60;84;87;;;;;;
226271;https://sofifa.com/player/226271/fabian-ruiz-pena/20/159586;Fabián;23;03/04/1996;189;70;Spain;Napoli;83;36000000;76000;Left;68400000;LCM;8;05/07/2018;2023;65;78;78;83;74;69;;;;;;
210413;https://sofifa.com/player/210413/alessio-romagnoli/20/159586;A. Romagnoli;24;12/01/1995;188;78;Italy;Milan;83;32000000;46000;Left;60800000;LCB;13;11/08/2015;2022;63;40;55;66;85;79;;;;;;
226226;https://sofifa.com/player/226226/giovani-lo-celso/20/159586;G. Lo Celso;23;09/04/1996;177;68;Argentina;Tottenham Hotspur;83;35000000;105000;Left;;SUB;18;;2020;77;78;82;85;65;72;;;;;;
231281;https://sofifa.com/player/231281/trent-alexander-arnold/20/159586;T. Alexander-Arnold;20;07/10/1998;180;69;England;Liverpool;83;32000000;78000;Right;65600000;RB;66;07/10/2015;2024;80;62;82;78;78;70;;;;;;
232432;https://sofifa.com/player/232432/luka-jovic/20/159586;L. Jović;21;23/12/1997;182;85;Serbia;Real Madrid;83;36500000;155000;Right;82100000;SUB;18;01/07/2019;2024;77;82;68;81;29;74;;;;;;
205175;https://sofifa.com/player/205175/arkadiusz-milik/20/159586;A. Milik;25;28/02/1994;186;78;Poland;Napoli;83;35000000;91000;Left;62100000;RS;99;02/08/2016;2021;69;85;64;76;39;74;;;;;;
211300;https://sofifa.com/player/211300/anthony-martial/20/159586;A. Martial;23;05/12/1995;184;76;France;Manchester United;83;34500000;140000;Right;68100000;ST;9;01/09/2015;2024;89;81;72;86;41;71;;;;;;
212523;https://sofifa.com/player/212523/anderson-souza-conceicao/20/159586;Anderson Talisca;25;01/02/1994;190;80;Brazil;Guangzhou Evergrande Taobao FC;83;34500000;38000;Left;57800000;RW;9;01/01/2019;2022;77;82;80;81;57;72;;;;;;
213331;https://sofifa.com/player/213331/jonathan-tah/20/159586;J. Tah;23;11/02/1996;195;97;Germany;Bayer 04 Leverkusen;83;31000000;67000;Right;55000000;RCB;4;16/07/2015;2023;71;27;59;57;83;81;;;;;;
219683;https://sofifa.com/player/219683/corentin-tolisso/20/159586;C. Tolisso;24;03/08/1994;181;81;France;FC Bayern München;83;34000000;110000;Right;58700000;RCM;24;01/07/2017;2022;69;77;79;78;76;79;;;;;;
221087;https://sofifa.com/player/221087/pau-lopez-sabata/20/159586;Pau López;24;13/12/1994;189;77;Spain;Roma;83;26000000;38000;Left;46200000;GK;12;10/07/2019;2024;;;;;;;82;83;79;84;49;82
224411;https://sofifa.com/player/224411/goncalo-manuel-ganchinho-guedes/20/159586;Gonçalo Guedes;22;29/11/1996;179;68;Portugal;Valencia CF;83;34500000;46000;Right;75000000;LM;7;29/08/2018;2024;90;79;76;84;36;70;;;;;;
226110;https://sofifa.com/player/226110/nicolas-pepe/20/159586;N. Pépé;24;29/05/1995;183;73;Ivory Coast;Arsenal;83;34500000;97000;Left;68100000;RM;19;01/08/2019;2024;91;81;75;85;33;67;;;;;;
229237;https://sofifa.com/player/229237/manuel-akanji/20/159586;M. Akanji;23;19/07/1995;187;91;Switzerland;Borussia Dortmund;83;31000000;77000;Right;53500000;RCB;16;15/01/2018;2022;78;45;68;72;83;80;;;;;;
231677;https://sofifa.com/player/231677/marcus-rashford/20/159586;M. Rashford;21;31/10/1997;186;70;England;Manchester United;83;35500000;125000;Right;70100000;LM;10;01/07/2014;2023;92;82;73;84;45;77;;;;;;
203574;https://sofifa.com/player/203574/john-stones/20/159586;J. Stones;25;28/05/1994;188;70;England;Manchester City;83;30000000;140000;Right;57800000;RCB;5;09/08/2016;2022;68;36;70;72;84;77;;;;;;
210008;https://sofifa.com/player/210008/adrien-rabiot/20/159586;A. Rabiot;24;03/04/1995;192;80;France;Juventus;83;33000000;120000;Left;56900000;LCM;25;01/07/2019;2023;73;74;79;80;77;80;;;;;;
210035;https://sofifa.com/player/210035/alejandro-grimaldo-garcia/20/159586;Grimaldo;23;20/09/1995;171;69;Spain;SL Benfica;83;29500000;18000;Left;61200000;LB;3;04/01/2016;2021;85;63;79;84;77;71;;;;;;
212188;https://sofifa.com/player/212188/timo-werner/20/159586;T. Werner;23;06/03/1996;180;75;Germany;RB Leipzig;83;34500000;70000;Right;61200000;LS;11;01/07/2016;2020;92;81;67;83;35;69;;;;;;
213565;https://sofifa.com/player/213565/thomas-lemar/20/159586;T. Lemar;23;12/11/1995;171;62;France;Atlético Madrid;83;34000000;64000;Left;72300000;LM;11;01/07/2018;2023;83;76;82;85;59;67;;;;;;
220793;https://sofifa.com/player/220793/davinson-sanchez/20/159586;D. Sánchez;23;12/06/1996;187;79;Colombia;Tottenham Hotspur;83;30500000;93000;Right;58700000;SUB;6;26/08/2017;2024;74;45;57;66;83;81;;;;;;
220834;https://sofifa.com/player/220834/marco-asensio-willemsen/20/159586;Marco Asensio;23;21/01/1996;182;76;Spain;Real Madrid;83;34000000;180000;Left;72300000;SUB;20;01/07/2015;2023;81;80;82;84;43;62;;;;;;
200458;https://sofifa.com/player/200458/lucas-digne/20/159586;L. Digne;25;20/07/1993;178;74;France;Everton;83;28500000;97000;Left;56300000;LB;12;01/08/2018;2023;78;69;79;79;80;76;;;;;;
202166;https://sofifa.com/player/202166/julian-draxler/20/159586;J. Draxler;25;20/09/1993;187;77;Germany;Paris Saint-Germain;83;32500000;100000;Right;62600000;SUB;23;03/01/2017;2021;77;79;81;86;55;63;;;;;;
204935;https://sofifa.com/player/204935/jordan-pickford/20/159586;J. Pickford;25;07/03/1994;185;77;England;Everton;83;24000000;78000;Left;47400000;GK;1;15/06/2017;2024;;;;;;;82;78;87;86;48;82
208418;https://sofifa.com/player/208418/yannick-carrasco/20/159586;Y. Carrasco;25;04/09/1993;180;71;Belgium;Dalian YiFang FC;83;32500000;23000;Right;52800000;LM;10;26/02/2018;2021;90;80;75;87;39;64;;;;;;
224179;https://sofifa.com/player/224179/borja-iglesias-quintas/20/159586;Borja Iglesias;26;17/01/1993;187;86;Spain;Real Betis;83;32500000;41000;Right;70700000;ST;9;14/08/2019;2024;67;83;63;76;35;82;;;;;;
192984;https://sofifa.com/player/192984/koen-casteels/20/159586;K. Casteels;27;25/06/1992;197;86;Belgium;VfL Wolfsburg;83;22000000;50000;Left;39100000;GK;1;21/01/2015;2021;;;;;;;83;79;79;83;45;82
198717;https://sofifa.com/player/198717/wilfried-zaha/20/159586;W. Zaha;26;10/11/1992;180;66;Ivory Coast;Crystal Palace;83;32000000;89000;Right;63200000;LS;11;02/02/2015;2023;91;76;72;88;27;74;;;;;;
200454;https://sofifa.com/player/200454/francisco-alcacer-garcia/20/159586;Paco Alcácer;25;30/08/1993;175;72;Spain;Borussia Dortmund;83;32000000;105000;Right;55200000;ST;9;23/11/2018;2023;79;84;68;80;36;63;;;;;;
201153;https://sofifa.com/player/201153/alvaro-borja-morata-martin/20/159586;Morata;26;23/10/1992;189;84;Spain;Atlético Madrid;83;32000000;80000;Right;;LS;9;;2020;81;79;71;80;31;72;;;;;;
205693;https://sofifa.com/player/205693/sebastien-haller/20/159586;S. Haller;25;22/06/1994;190;82;France;West Ham United;83;32000000;120000;Right;63200000;ST;22;17/07/2019;2024;72;81;62;76;51;82;;;;;;
207566;https://sofifa.com/player/207566/william-silva-de-carvalho/20/159586;William Carvalho;27;07/04/1992;187;83;Portugal;Real Betis;83;27500000;35000;Right;59800000;CDM;14;13/07/2018;2023;42;57;77;74;79;85;;;;;;
212404;https://sofifa.com/player/212404/federico-bernardeschi/20/159586;F. Bernardeschi;25;16/02/1994;185;77;Italy;Juventus;83;31500000;130000;Left;54300000;SUB;33;24/07/2017;2022;81;75;81;87;60;66;;;;;;
217940;https://sofifa.com/player/217940/dakonam-djene/20/159586;D. Djené;27;31/12/1991;178;72;Togo;Getafe CF;83;27000000;35000;Right;58700000;RCB;2;24/07/2017;2021;72;37;61;61;83;79;;;;;;
188152;https://sofifa.com/player/188152/oscar-dos-santos-emboaba/20/159586;Oscar;27;09/09/1991;181;71;Brazil;Shanghai SIPG FC;83;29500000;29000;Right;49400000;RCM;8;01/01/2017;2020;74;76;83;81;55;50;;;;;;
188943;https://sofifa.com/player/188943/kevin-trapp/20/159586;K. Trapp;28;08/07/1990;189;86;Germany;Eintracht Frankfurt;83;21500000;42000;Right;38200000;GK;1;07/08/2019;2024;;;;;;;82;77;79;85;49;83
198141;https://sofifa.com/player/198141/marc-bartra-aregall/20/159586;Bartra;28;15/01/1991;184;73;Spain;Real Betis;83;25500000;36000;Right;55500000;RCB;5;30/01/2018;2023;73;61;73;72;82;74;;;;;;
198950;https://sofifa.com/player/198950/pablo-sarabia-garcia/20/159586;Pablo Sarabia;27;11/05/1992;174;70;Spain;Paris Saint-Germain;83;29500000;105000;Left;56800000;SUB;19;02/07/2019;2024;75;76;82;84;57;57;;;;;;
199987;https://sofifa.com/player/199987/jasper-cillessen/20/159586;J. Cillessen;30;22/04/1989;185;83;Netherlands;Valencia CF;83;20000000;39000;Right;43500000;GK;13;01/07/2019;2023;;;;;;;82;83;78;83;52;81
200949;https://sofifa.com/player/200949/lucas-rodrigues-m-silva/20/159586;Lucas Moura;26;13/08/1992;174;70;Brazil;Tottenham Hotspur;83;31000000;130000;Right;59700000;SUB;27;31/01/2018;2024;92;79;76;87;42;66;;;;;;
204970;https://sofifa.com/player/204970/florian-thauvin/20/159586;F. Thauvin;26;26/01/1993;179;70;France;Olympique de Marseille;83;30500000;60000;Left;60200000;RW;26;01/07/2017;2021;83;80;81;83;41;69;;;;;;
205498;https://sofifa.com/player/205498/luiz-frello-filho-jorge/20/159586;Jorginho;27;20/12/1991;180;67;Italy;Chelsea;83;29000000;140000;Right;57300000;CDM;5;16/07/2018;2023;55;63;84;81;70;73;;;;;;
1179;https://sofifa.com/player/1179/gianluigi-buffon/20/159586;G. Buffon;41;28/01/1978;192;92;Italy;Juventus;83;2600000;58000;Right;4300000;SUB;77;04/07/2019;2024;;;;;;;78;77;74;80;33;91
5479;https://sofifa.com/player/5479/iker-casillas-fernandez/20/159586;Casillas;38;20/05/1981;185;84;Spain;FC Porto;83;2600000;11000;Left;5200000;RES;1;12/07/2015;2020;;;;;;;85;75;61;84;55;86
104389;https://sofifa.com/player/104389/rune-almenning-jarstein/20/159586;R. Jarstein;34;29/09/1984;190;86;Norway;Hertha BSC;83;11500000;33000;Right;19600000;GK;22;01/01/2014;2021;;;;;;;79;82;76;84;43;86
139720;https://sofifa.com/player/139720/vincent-kompany/20/159586;V. Kompany;33;10/04/1986;190;85;Belgium;RSC Anderlecht;83;12000000;31000;Right;18000000;LCB;4;01/07/2019;2022;50;53;65;64;84;79;;;;;;
157481;https://sofifa.com/player/157481/raul-albiol-tortajada/20/159586;Raúl Albiol;33;04/09/1985;190;82;Spain;Villarreal CF;83;12000000;45000;Right;25200000;RCB;3;04/07/2019;2022;48;41;61;63;86;72;;;;;;
159261;https://sofifa.com/player/159261/fabio-quagliarella/20/159586;F. Quagliarella;36;31/01/1983;180;79;Italy;Sampdoria;83;9500000;46000;Right;16200000;ST;27;01/07/2016;2020;69;89;75;80;30;65;;;;;;
163587;https://sofifa.com/player/163587/kasper-schmeichel/20/159586;K. Schmeichel;32;05/11/1986;189;89;Denmark;Leicester City;83;15500000;82000;Right;29500000;GK;1;01/06/2011;2023;;;;;;;82;77;79;88;58;79
167397;https://sofifa.com/player/167397/radamel-falcao-garcia-zarate/20/159586;Falcao;33;10/02/1986;177;72;Colombia;AS Monaco;83;16500000;64000;Right;31400000;LS;9;01/07/2013;2020;65;82;69;77;43;72;;;;;;
168609;https://sofifa.com/player/168609/joao-miranda-de-souza-filho/20/159586;Miranda;34;07/09/1984;186;78;Brazil;Jiangsu Suning FC;83;9500000;32000;Right;14700000;RCB;13;26/07/2019;2024;64;49;60;68;84;74;;;;;;
169416;https://sofifa.com/player/169416/carlos-vela/20/159586;C. Vela;30;01/03/1989;177;77;Mexico;Los Angeles FC;83;24500000;17000;Left;36800000;RW;10;01/01/2018;2022;80;82;78;84;31;67;;;;;;
170481;https://sofifa.com/player/170481/ezequiel-garay/20/159586;E. Garay;32;10/10/1986;189;90;Argentina;Valencia CF;83;16500000;48000;Right;34700000;RCB;24;31/08/2016;2020;43;60;67;62;82;81;;;;;;
178005;https://sofifa.com/player/178005/rui-pedro-dos-santos-patricio/20/159586;Rui Patrício;31;15/02/1988;190;84;Portugal;Wolverhampton Wanderers;83;16500000;82000;Left;31400000;GK;11;18/06/2018;2022;;;;;;;84;80;77;82;55;81
178518;https://sofifa.com/player/178518/radja-nainggolan/20/159586;R. Nainggolan;31;04/05/1988;176;77;Belgium;Cagliari;83;22500000;51000;Right;;CAM;4;;2020;72;79;78;83;83;82;;;;;;
178562;https://sofifa.com/player/178562/ever-banega/20/159586;E. Banega;31;29/06/1988;174;71;Argentina;Sevilla FC;83;19500000;26000;Right;41000000;RCM;10;03/07/2017;2020;61;73;84;82;77;70;;;;;;
179844;https://sofifa.com/player/179844/diego-da-silva-costa/20/159586;Diego Costa;30;07/10/1988;188;86;Spain;Atlético Madrid;83;25000000;80000;Right;51300000;SUB;19;01/01/2018;2021;73;82;64;75;49;85;;;;;;
179846;https://sofifa.com/player/179846/sami-khedira/20/159586;S. Khedira;32;04/04/1987;189;90;Germany;Juventus;83;19500000;135000;Right;32200000;RES;6;01/07/2015;2021;51;74;78;77;80;80;;;;;;
179944;https://sofifa.com/player/179944/david-luiz-moreira-marinho/20/159586;David Luiz;32;22/04/1987;189;86;Brazil;Arsenal;83;16500000;105000;Right;31400000;LCB;23;08/08/2019;2021;61;65;74;70;82;77;;;;;;
183574;https://sofifa.com/player/183574/max-kruse/20/159586;M. Kruse;31;19/03/1988;180;76;Germany;Fenerbahçe SK;83;23500000;105000;Left;44700000;CAM;10;04/07/2019;2022;66;83;83;83;45;70;;;;;;
183711;https://sofifa.com/player/183711/jordan-henderson/20/159586;J. Henderson;29;17/06/1990;182;80;England;Liverpool;83;22000000;115000;Right;40700000;RCM;14;09/06/2011;2020;64;70;83;77;78;80;;;;;;
184484;https://sofifa.com/player/184484/gylfi-sigurdhsson/20/159586;G. Sigurðsson;29;08/09/1989;186;77;Iceland;Everton;83;25500000;120000;Right;48500000;CAM;10;16/08/2017;2022;56;81;84;80;57;69;;;;;;
186561;https://sofifa.com/player/186561/aaron-ramsey/20/159586;A. Ramsey;28;26/12/1990;183;76;Wales;Juventus;83;25500000;140000;Right;42100000;SUB;8;01/07/2019;2023;68;77;79;80;68;74;;;;;;
190584;https://sofifa.com/player/190584/asier-illarramendi/20/159586;Illarramendi;29;08/03/1990;179;75;Spain;Real Sociedad;83;22000000;42000;Right;46200000;RCM;4;26/08/2015;2023;54;71;80;79;80;71;;;;;;
190815;https://sofifa.com/player/190815/daley-blind/20/159586;D. Blind;29;09/03/1990;180;72;Netherlands;Ajax;83;22000000;31000;Left;30800000;LDM;17;17/07/2018;2022;54;65;80;77;82;74;;;;;;
190941;https://sofifa.com/player/190941/lukas-hradecky/20/159586;L. Hrádecký;29;24/11/1989;192;85;Finland;Bayer 04 Leverkusen;83;18500000;67000;Right;31500000;GK;1;01/07/2018;2023;;;;;;;85;79;69;86;41;82
